"","Point.Forecast","Lo.69","Hi.69","Lo.95","Hi.95"
"2009 Q4",1.04548869772355,1.03990444056019,1.05107295488691,1.03470786105681,1.0562695343903
"2010 Q1",1.04172472950827,1.03443319882465,1.04901626019188,1.02764787039325,1.05580158862328
"2010 Q2",1.03869645950211,1.02991506691511,1.04747785208911,1.02174330773679,1.05564961126743
"2010 Q3",1.04087492889644,1.03072075468447,1.05102910310841,1.02127151693626,1.06047834085662
"2010 Q4",1.04068155935964,1.02867657339173,1.05268654532755,1.01750501338038,1.0638581053389
"2011 Q1",1.03691759114435,1.02370918232551,1.05012599996319,1.01141774507032,1.06241743721839
"2011 Q2",1.0338893211382,1.01949819699399,1.04828044528241,1.00610615243537,1.06167248984102
"2011 Q3",1.03606779053253,1.02050723534947,1.05162834571558,1.00602694553471,1.06610863553034
"2011 Q4",1.03587442099572,1.0187187761415,1.05303006584995,1.00275413307281,1.06899470891864
"2012 Q1",1.03211045278044,1.01382486576144,1.05039603979944,0.996808724862012,1.06741218069886
"2012 Q2",1.02908218277428,1.00966452789974,1.04849983764883,0.991594911051337,1.06656945449723
"2012 Q3",1.03126065216861,1.01070711104681,1.05181419329042,0.991580464943113,1.07094083939411
"2012 Q4",1.03106728263181,1.00899579770127,1.05313876756235,0.988456588484353,1.07367797677927
"2013 Q1",1.02730331441652,1.00410319719331,1.05050343163974,0.982513709082092,1.07209291975096
"2013 Q2",1.02427504441037,0.999937571493194,1.04861251732755,0.977289686693861,1.07126040212688
"2013 Q3",1.0264535138047,1.00096948132947,1.05193754627993,0.977254634940704,1.07565239266869
"2013 Q4",1.0262601442679,0.99927867451062,1.05324161402517,0.974170347904195,1.0783499406316
"2014 Q1",1.02249617605261,0.994362789564331,1.05062956254089,0.96818251610825,1.07680983599697
"2014 Q2",1.01946790604645,0.990171432064328,1.04876438002858,0.962908816507163,1.07602699558575
"2014 Q3",1.02164637544078,0.991175543725644,1.05211720715593,0.962820098245626,1.08047265263594
"2014 Q4",1.02145300590398,0.989480500963253,1.05342551084471,0.959727633395287,1.08317837841268
"2015 Q1",1.01768903768869,0.984530843932669,1.05084723144472,0.953674602000893,1.0817034733765
"2015 Q2",1.01466076768254,0.980304765989251,1.04901676937583,0.948333871921355,1.08098766344373
"2015 Q3",1.01683923707687,0.981273351632583,1.05240512252116,0.948176567957889,1.08550190619585
"2015 Q4",1.01664586754007,0.9795614818103,1.05373025326983,0.945051617178091,1.08824011790204
"2016 Q1",1.01288189932478,0.974573183542209,1.05119061510735,0.938923985911596,1.08683981273797
"2016 Q2",1.00985362931863,0.970308160376725,1.04939909826053,0.933508069094458,1.08619918954279
"2016 Q3",1.01203209871296,0.971237553619049,1.05282664380686,0.933275101195487,1.09078909623042
"2016 Q4",1.01183872917615,0.969501882095629,1.05417557625667,0.93010419940648,1.09357325894582
"2017 Q1",1.00807476096087,0.964472694006523,1.05167682791521,0.923897627204995,1.09225189471674
"2017 Q2",1.00504649095471,0.960166781682134,1.04992620022729,0.918402770731122,1.0916902111783
"2017 Q3",1.00722496034904,0.961055307724082,1.053394612974,0.918090905568041,1.09635901513004
"2017 Q4",1.00703159081224,0.959291784867616,1.05477139675686,0.914866234644887,1.09919694697959
"2018 Q1",1.00326762259695,0.954220802530258,1.05231444266365,0.90857897544228,1.09795626975162
"2018 Q2",1.0002393525908,0.949873247359531,1.05060545782206,0.903003724260288,1.09747498092131
"2018 Q3",1.00241782198513,0.950720287403129,1.05411535656712,0.902611767196156,1.1022238767741
"2018 Q4",1.00222445244832,0.948926514872514,1.05552239002413,0.899328696957446,1.1051202079392
"2019 Q1",0.998460484233037,0.943813564969921,1.05310740349615,0.892960416151989,1.10396055231408
"2019 Q2",0.995432214226882,0.939424268350325,1.05144016010344,0.887304579902131,1.10355984855163
"2019 Q3",0.997610683621213,0.940229791186447,1.05499157605598,0.886832470685338,1.10838889655709
"2019 Q4",0.997417314084408,0.938404357985915,1.0564302701829,0.883488277095547,1.11134635107327
"2020 Q1",0.993653345869123,0.933249678317186,1.05405701342106,0.877039433776636,1.11026725796161
"2020 Q2",0.990625075862968,0.928818912966591,1.05243123875935,0.871303538961672,1.10994661276426
"2020 Q3",0.992803545257298,0.929583222892426,1.05602386762217,0.870751865061274,1.11485522545332
"2020 Q4",0.992610175720494,0.927725333756267,1.05749501768472,0.867345012798965,1.11787533864202
"2021 Q1",0.988846207505208,0.922529395932805,1.05516301907761,0.860816517448578,1.11687589756184
"2021 Q2",0.985817937499053,0.918057646765452,1.05357822823265,0.855001500232634,1.11663437476547
"2021 Q3",0.987996406893384,0.918781240607876,1.05721157317889,0.854371220811016,1.12162159297575
"2021 Q4",0.987803037356579,0.91689049636626,1.0587155783469,0.85090093924822,1.12470513546494
"2022 Q1",0.984039069141294,0.911653903207156,1.05642423507543,0.844293955654837,1.12378418262775
"2022 Q2",0.981010799135139,0.907141774378841,1.05487982389144,0.838400982407008,1.12362061586327
"2022 Q3",0.983189268529469,0.907825257219061,1.05855327983988,0.837693265619835,1.1286852714391
"2022 Q4",0.982995898992665,0.905901519310519,1.06009027867481,0.834159287253013,1.13183251073232
"2023 Q1",0.979231930777379,0.900624943578893,1.05783891797587,0.827475114237427,1.13098874731733
"2023 Q2",0.976203660771225,0.896073102564287,1.05633421897816,0.821505473568747,1.1309018479737
